Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,TargetLatitude,TargetLongitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownstreamLength,TotalReach,LocationDetailBAComments,county,county_fips,regional_board,rb_number,huc8,huc8_number,huc10,huc10_number,huc12,huc12_number,waterbody_type,SampleID
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Lower Otay Reservoir,910PLO182,7/15/2013,7:30:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-15,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,None,VAC,Com,"Quagga mussels in reservoir, Deployed SPATT #1",filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.61935,-116.9162521,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",7/15/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,Lower Otay Reservoir,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Lake Murray,907LKMURR,7/16/2013,7:40:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-8,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,None,VAC,Com,"Quagga mussels in reservoir, Deployed SPATT #1",filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.787636,-117.0429306,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",7/16/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Murray Reservoir,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Morena Reservoir,911PMR110,7/17/2013,10:40:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-17,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,None,VAC,Com,Deployed SPATT #1,filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.686001,-116.5372772,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",7/17/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Vail Lake,902TV0111,7/18/2013,9:30:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B1_W_CYTOX,L-577-13-1,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,SCR,VAC,Scr,"Deployed SPATT #1, Lake was very green during recon trip in June, conditions improved slightly in July.",filter paper,,"HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits.  QAO: LCS HT >3X, verified against method criteria",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,33.490898,-116.9710464,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",7/18/2013 0:00,"Mekebri, et al., 2009",11/4/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Lake Sutherland,905PLS198,7/22/2013,12:20:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-3,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,None,VAC,Com,Deployed SPATT #1,filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,33.102039,-116.7736969,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",7/22/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Lake Hodges,905PLH070,7/22/2013,9:15:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-1,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,None,VAC,Com,Deployed SPATT #1,filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,33.06097,-117.1062469,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",7/22/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,El Capitan Lake,907PEC062,7/23/2013,7:30:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-10,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,None,VAC,Com,"Quagga mussels in reservoir, Deployed SPATT #1",filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.89082,-116.7819519,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",7/23/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Lake Miramar,906PLM142,7/24/2013,8:45:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B1_W_CYTOX,L-577-13-19,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,SCR,VAC,Scr,"Quagga mussels in reservoir, Deployed SPATT #1",filter paper,,"HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits.  QAO: LCS HT >3X, verified against method criteria",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.916382,-117.0972672,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",7/24/2013 0:00,"Mekebri, et al., 2009",11/4/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Elijo Lagoon,904SNELLG,8/6/2013,9:20:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B1_W_CYTOX,L-577-13-9,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,SCR,VAC,Scr,"Retrieved SPATT #1, Deployed SPATT #2",filter paper,,"HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits.  QAO: LCS HT >3X, verified against method criteria",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,33.008808,-117.2725754,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/6/2013 0:00,"Mekebri, et al., 2009",11/4/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Lower Escondido Creek,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Los Penasquitos Lagoon,906LSPNLG,8/6/2013,12:15:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B1_W_CYTOX,L-577-13-17,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,SCR,VAC,Scr,"Retrieved SPATT #1 (torn), Deployed SPATT #2",filter paper,,"HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits.  QAO: LCS HT >3X, verified against method criteria",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.93021,-117.2552795,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/6/2013 0:00,"Mekebri, et al., 2009",11/4/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Carmel Valley,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Elijo Pond,904SNELPD,8/6/2013,10:30:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B1_W_CYTOX,L-577-13-12,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,SCR,VAC,Scr,"Retrieved SPATT #1, Deployed SPATT #2",filter paper,,"HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits.  QAO: LCS HT >3X, verified against method criteria",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,33.002304,-117.2760544,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/6/2013 0:00,"Mekebri, et al., 2009",11/4/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Lower Escondido Creek,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Diego Bay near Silver Strand Bikeway,908SDBYSS,8/7/2013,9:30:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B2_W_CYTOX,L-577-13-26,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,SCR,VAC,Scr,"Retrieved SPATT #1, Deployed SPATT #2",filter paper,,"Diln.  HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits. QAO: verified against method criteria, LCS HT >3X",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.603428,-117.1228409,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/7/2013 0:00,"Mekebri, et al., 2009",11/5/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,San Diego Bay,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Diego Bay near Naval Training Center,908SDBNTC,8/7/2013,12:10:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-13,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,None,VAC,Com,"Rertrieved SPATT #1, Deployed SPATT #2",filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.740898,-117.2090683,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/7/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Americas Cup Harbor-San Diego Bay,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Diego Bay near Sweetwater,908SDBYSW,8/7/2013,10:50:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B2_W_CYTOX,L-577-13-27,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,SCR,VAC,Scr,"Retrieved SPATT #1, Deployed SPATT #2",filter paper,,"Diln.  HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits. QAO: verified against method criteria, LCS HT >3X",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.647964,-117.1119156,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/7/2013 0:00,"Mekebri, et al., 2009",11/5/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Rice Canyon-Sweetwater River,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Mission Bay,90606MISS,8/8/2013,11:00:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B1_W_CYTOX,L-577-13-15,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,SCR,VAC,Scr,"Retrieved SPATT #1, Deployed SPATT #2.",filter paper,,"HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits.  QAO: LCS HT >3X, verified against method criteria",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.770214,-117.2388229,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/8/2013 0:00,"Mekebri, et al., 2009",11/4/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,Mission Bay,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Diego River Estuary,907SDRVES,8/8/2013,9:30:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B2_W_CYTOX,L-577-13-22,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,SCR,VAC,Scr,"Retrieved SPATT #1, Deployed SPATT #2",filter paper,,"Diln.  HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits. QAO: verified against method criteria, LCS HT >3X",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.7607,-117.2113342,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/8/2013 0:00,"Mekebri, et al., 2009",11/5/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Mission Valley-San Diego River,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Lake Henshaw,903PLH214,8/12/2013,10:15:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B1_W_CYTOX,L-577-13-5,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,SCR,VAC,Scr,"Retrieved SPATT #1, Deployed SPATT #2",filter paper,,"HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits.  QAO: LCS HT >3X, verified against method criteria",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,33.241451,-116.746727,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/12/2013 0:00,"Mekebri, et al., 2009",11/4/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Cuyamaca Reservoir,907CUYRES,8/13/2013,13:45:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-6,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,None,VAC,Com,"Retrieved SPATT #1, Deployed SPATT #2",filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.988632,-116.5822601,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/13/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Tijuana River Estuary,911TJRVES,8/14/2013,9:00:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-20,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,0.056,,0.01,0.02,=,None,VAC,Com,"Retrieved SPATT #1, Deployed SPATT #2",filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.557194,-117.1190643,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/14/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Tijuana River-Frontal Pacific Ocean,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Lower Otay Reservoir,910PLO182,8/19/2013,7:15:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-16,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,None,VAC,Com,"SPATT #1 was missing, Deployed SPATT #2",filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.61935,-116.9162521,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/19/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,Lower Otay Reservoir,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Lake Murray,907LKMURR,8/20/2013,7:20:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-9,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,None,VAC,Com,"Quagga mussels present, Retrieved SPATT #1, Deployed SPATT #2",filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.787636,-117.0429306,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/20/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Murray Reservoir,1.80703E+11,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Morena Reservoir,911PMR110,8/21/2013,9:30:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-18,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,1.99,,0.2,0.4,=,D,VAC,Com,"SPATT #1 missing, Deployed SPATT #2 (by dam) and back-up SPATT at dock, Very green",filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.686001,-116.5372772,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/21/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,20,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Vail Lake,902TV0111,8/22/2013,8:45:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B1_W_CYTOX,L-577-13-2,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,SCR,VAC,Scr,"Retrieved SPATT #1, Deployed SPATT #2",filter paper,,"HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits.  QAO: LCS HT >3X, verified against method criteria",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,33.490898,-116.9710464,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/22/2013 0:00,"Mekebri, et al., 2009",11/4/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Lake Hodges,905PLH070,8/26/2013,10:30:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-2,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,None,VAC,Com,"Retrieved SPATT #1, but it was pulled out of water/dry. Deployed SPATT #2",filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,33.06097,-117.1062469,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/26/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Lake Sutherland,905PLS198,8/26/2013,12:40:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-4,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,None,VAC,Com,"Retrieved SPATT #1, Deployed SPATT #2",filter paper; (KR: SCCWRP reported 10:40 for Chla),,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,33.102039,-116.7736969,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/26/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,El Capitan Lake,907PEC062,8/27/2013,7:30:00,AA1,0.1,m,Integrated,1,1,WPCL_L-517-13MCY_W_CYTOX,L-517-13-11,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,None,VAC,Com,"Retrieved SPATT #1, Deployed SPATT #2, Quagga mussels present",filter paper,,All samples screened for Anatoxin-A and Microcystin-LF. QAO: verified against method criteria,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.89082,-116.7819519,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/27/2013 0:00,"Mekebri, et al., 2009",10/31/2013,3/7/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Lake Miramar,906PLM142,8/28/2013,9:50:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B1_W_CYTOX,L-577-13-20,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,SCR,VAC,Scr,"Retrieved SPATT #1, Deployed SPATT #2",filter paper,,"HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits.  QAO: LCS HT >3X, verified against method criteria",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.916382,-117.0972672,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",8/28/2013 0:00,"Mekebri, et al., 2009",11/4/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Elijo Lagoon,904SNELLG,9/3/2013,10:00:00,AA1,0.1,m,Integrated,1,1,WPCL_L-577-13MCY_B1_W_CYTOX,L-577-13-10,samplewater,"Mekebri, et al., 2009","Microcystin-YR, Particulate",ug/L,,,0.01,0.02,ND,SCR,VAC,Scr,Retrieved SPATT #2,filter paper,,"HT.  Result from re-anal for confirmation.  Cpd hi in LCS/D RPD.  Screening level analysis.  CCV outside control limits.  QAO: LCS HT >3X, verified against method criteria",WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,33.008808,-117.2725754,Not Recorded,0000-00-00,Not Applicable,"FieldFiltered, LabFrozen",9/3/2013 0:00,"Mekebri, et al., 2009",11/4/2013,11/5/2013,1,,DFW-WPCL,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Lower Escondido Creek,1.80703E+11,,
